種類,類別,狀態,發票類型,公司,客戶,公司名稱,發票,名稱,描述,支票,付款日期,總額,車輛,參考服務,參考費用,入帳票編號,epd214,代付,已付款,註解,refServices,refVehicles,refContracts,refClients,refDrivers
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS088010","","","8137814","2023-03-15",64500,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH2210C2A4","銀行轉帳","","BOC000439","2022-09-30",11660,"","","","","64548844a0eb9377daeb2abe","","","","3001331, 3001332, 3001333, 3001334, 3001335, 3001336, 3001354, 3001356, 3001357, 3001363, 3001364","YA987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS9A9A81","","","","2022-06-23",68500,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH22109325","","","BOC101313","2023-01-02",107752.3,"","","","","64548844a0eb9377daeb2abe","","","","","","DTCQ65A295"," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS09611A","","","8105229","2022-06-15",2888620.5,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG2208E45A","銀行轉帳","","8180711","2024-02-08",90200,"","","","","64548844a0eb9377daeb2abe","","","","2057960, 2057958, 2057959, 2057962, 2057965, 2057957, 2057961, 2057963, 2057964, 2057954, 2057955, 2057956, 2057967, 2057972, 2057973, 2052827, 2052828","WY987, PJ165","","金門","莊基達, 黃柏洪"
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSA2F1FC","銀行轉帳","","102212","2022-03-02",1250,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1866465","EM987",""," 榮興","邵鵬宇"
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG2209A7F4","","","","2022-11-30",418367,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQA54DA9","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCS127084","","","","2022-05-09",1011369,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ7F382F","嘉華混凝土",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG22091812","","","","2022-11-30",150056,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ082DC5","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS9D61EA","","","","",28000,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCS93C2D9","","","BOC101025","2022-05-11",64205,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCS204254","","","003383","2022-07-19",42600,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","創達",""
"服務發票","付款記錄","收入","代工租機車收入","DTC"," 榮興","","DTCSWH2208F523","","3733IP09","BOC000236","2023-05-08",16600,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","代工租機車收入","DTC"," 榮興","","DTCSWH2208F632","","3733IP09","BOC000236","2023-05-08",148200,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLS226D90","銀行轉帳","","","2022-06-30",292571,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","625fd1ce747cba172ef03f12, 62660d72747cba172ef78c2f, 62660da3747cba172ef78c5a, 62660fbf747cba172ef796d7, 6266105c747cba172ef79b77, 62661084747cba172ef7a206, 6268a082747cba172efdfb08, 6268a0c6747cba172efdfbb3, 6268a0e5747cba172efdfbc5, 6268a0ff747cba172efdfbd7, 6268a114747cba172efdfbe9, 6268a126747cba172efdfbfb, 6268a13e747cba172efdfc0d, 6268a153747cba172efdfc1f, 6268a192747cba172efdfc31, 6268a1af747cba172efdfc43, 6268a1c6747cba172efdfc55, 6268a1d5747cba172efdfc67, 6268a646747cba172efe05ea, 6268a772747cba172efe1435, 6268a791747cba172efe17ca, 6268a7b7747cba172efe17dc, 6268a7c9747cba172efe17ee, 6268a7db747cba172efe1800, 6268a7e6747cba172efe1812, 6268a7fb747cba172efe1824, 6268a819747cba172efe1836, 6268a82d747cba172efe1848, 6268a912747cba172efe1868, 6268a9ee747cba172efe1b32, 6268aa26747cba172efe1b44, 6268aac2747cba172efe1b6b, 6268aae3747cba172efe1b7d, 6268abe5747cba172efe1baf, 6268ac38747cba172efe1c82, 6268ac67747cba172efe1cf0, 6268ac76747cba172efe1d02, 6268aeb6747cba172efe20b8, 6268aec5747cba172efe20ca, 6268aedf747cba172efe20dc, 6268aef8747cba172efe20ee, 6268af22747cba172efe2100, 6268af4f747cba172efe2112, 6268afc1747cba172efe2128, 6268afd8747cba172efe213a, 6268affb747cba172efe214c, 6268bc82747cba172efe2a91, 62721880747cba172e0797b6, 627218b3747cba172e0797c8, 627218f2747cba172e079841, 627219d5747cba172e07a06d, 62721bc3747cba172e07a290, 62721beb747cba172e07a2a2, 62721ce7747cba172e07a8fa, 62721d81747cba172e07ac40, 62721dcf747cba172e07ac52, 62721dec747cba172e07ac64, 62722926747cba172e07d87b, 627229d3747cba172e07deee, 627229e1747cba172e07df00, 62722a02747cba172e07df12, 62722a22747cba172e07df24, 62722a2e747cba172e07df36, 62722a3e747cba172e07df48, 62722a8d747cba172e07df5c, 62722abb747cba172e07df6e, 62722acc747cba172e07df80, 62722af6747cba172e07df92, 62722b18747cba172e07dfa6, 62722b2d747cba172e07dfb8, 62722b3d747cba172e07dfca, 62722b4e747cba172e07dfdc, 62722b74747cba172e07dfee, 62722b9a747cba172e07e000, 62722bb1747cba172e07e012, 62722bc5747cba172e07e024, 62722bed747cba172e07e036, 62722c0d747cba172e07e048, 62722c4b747cba172e07e05a, 62722c69747cba172e07e06e, 62722c8d747cba172e07e080, 62722ce0747cba172e07e25c, 62723575747cba172e080ff8, 6272368b747cba172e08190e, 627236a3747cba172e08192b, 62723756747cba172e08358f, 62723799747cba172e0835a1, 6272386f747cba172e0835fe, 627238a2747cba172e08362f, 627238cf747cba172e08460e, 627238e7747cba172e084620, 62723954747cba172e0848ea, 62723997747cba172e08597f, 62723a17747cba172e085b38, 62723a47747cba172e085b4a, 62723a8f747cba172e085b5c, 62723aba747cba172e085b6e, 62723b3c747cba172e085b87, 62723bb2747cba172e085b9b, 62723c14747cba172e085bad, 62723c80747cba172e085bc0, 62749d505a6344084cf895a1, 6274a8c65a6344084cf97c78, 6275f3255a6344084cfe4c4a, 627a10505a6344084c02c8c0, 627a10915a6344084c02c8d3, 627a11995a6344084c02cb8e","MV897, WD190, JR981, UU987, PP3296","","金門","盧光耀, 楊玉強, 魏國汕, 霍耀基, 區國翔, 周宇生, 江禮延, 莊潤宗, 蕭志榮, 陳俊成"
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2209D1FC","","3402IP15","BOC101457","2023-05-11",42400,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","工程服務收入","DCL","","","DCLS337328","","","","2022-03-21",348032.25,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DTC"," 榮興","","DTCSWH220999D8","","3307IP01","BOC102716","2023-05-11",8700,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLS25BD1F","銀行轉帳","","","2022-06-30",299728,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","625fd1cc747cba172ef03ef1, 625fd1cd747cba172ef03f01, 625fd1ce747cba172ef03f22, 625fd482747cba172ef06442, 625fd49e747cba172ef0659b, 625fd49e747cba172ef065ab, 625fd49e747cba172ef065bb, 625fd49f747cba172ef065cb, 62660bd0747cba172ef778f4, 62660ca5747cba172ef78936, 62660d16747cba172ef78b15, 627225be747cba172e07cd42, 62722777747cba172e07d2dd, 627227ec747cba172e07d59c, 6272280f747cba172e07d5ae, 6272282a747cba172e07d611, 62722836747cba172e07d623, 6272284a747cba172e07d635, 62722860747cba172e07d647, 6272286d747cba172e07d659, 62722888747cba172e07d66b, 6272289e747cba172e07d6d0, 627228b1747cba172e07d6e2, 62722e2e747cba172e07ef59, 62722e3f747cba172e07ef6b, 62722e83747cba172e07f4e0, 62722e9b747cba172e07f4f2, 62722ebe747cba172e07f83f, 62722ecc747cba172e07f851, 62722eeb747cba172e07fa1c, 62722f2a747cba172e07fa30, 62722f4a747cba172e07fa42, 62722f96747cba172e07fcb1, 62722faf747cba172e07fcc3, 62722fc0747cba172e07fcd5, 62722fd1747cba172e07fce9, 62722ff7747cba172e07fcfb, 62723012747cba172e07fd0d, 62723022747cba172e07fd1f, 6272313c747cba172e07fd31, 627232b4747cba172e0804b2, 62723313747cba172e0804c6, 62723329747cba172e0804d8, 62723352747cba172e0804ea, 62723373747cba172e0804fc, 6272338d747cba172e08050e, 627233b9747cba172e080852, 627233e0747cba172e080baf, 6272343b747cba172e080f0c, 6272344f747cba172e080f1e, 62723464747cba172e080f30, 62723473747cba172e080f42, 62723480747cba172e080f54, 6272349a747cba172e080f68, 627234b1747cba172e080f7a, 627234c3747cba172e080f8c, 627234de747cba172e080f9e, 627234ec747cba172e080fb0, 627234fb747cba172e080fc2, 62723512747cba172e080fd4, 6272351d747cba172e080fe6, 62723e51747cba172e0863ae, 62723e87747cba172e086563, 62724108747cba172e088162, 6272427b747cba172e0889cf, 627242a5747cba172e0889e1, 6272446f747cba172e089a1a, 62724486747cba172e089b35, 627244cc747cba172e08a4b9, 627244f1747cba172e08a647, 6272451a747cba172e08a7ac, 62724546747cba172e08a7be, 627245ad747cba172e08a848, 627245d2747cba172e08a85a, 627245ef747cba172e08a9a7, 62724617747cba172e08ab20, 62739a6e5a6344084cf795fb, 62739bc25a6344084cf7a16f, 62739c0d5a6344084cf7a305, 62739c625a6344084cf7a421, 62739cb45a6344084cf7a449, 62739ceb5a6344084cf7a46d, 62739d4b5a6344084cf7a493, 62739d5d5a6344084cf7a4a5, 62739d6f5a6344084cf7a4b7, 62739d8c5a6344084cf7a4c9, 62739d9e5a6344084cf7a4db, 62739dd15a6344084cf7a4ef, 62739dec5a6344084cf7a501, 62739e235a6344084cf7a513, 62739e395a6344084cf7a525, 62739e5c5a6344084cf7a539, 62739e7f5a6344084cf7a54d, 62739ebc5a6344084cf7a5c8, 629589f4bf9b3c076c2546c6, 62958a79bf9b3c076c2546d8, 62958a93bf9b3c076c2546ea, 62958aaebf9b3c076c2546fc, 62958f81bf9b3c076c25aa02, 62958fa3bf9b3c076c25ab77","XH8301, RP3413, XW1778, HC20, UL3605","","金門","盧光耀, 霍耀基, 街車, 周宇生, 蕭志榮"
"服務發票","付款記錄","收入","代工租機車收入","DTC"," 榮興","","DTCSWH2209F7EE","","3733IP09","BOC000236","2023-05-08",116000,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSA31E19","銀行轉帳","","100496","2022-03-02",2310,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1867279, 1867278, 1861770","VE987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2209C125","","3402IP15","BOC101457","2023-05-11",12100,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLS26872D","","","","2022-06-30",273506,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","DCLQ7F389E","金門",""
"服務發票","付款記錄","收入","租賃服務收入","DTC","","","DTCSWH22090308","","3402IP15","BOC101457","2023-05-11",7000,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS347819","銀行轉帳","","100598","2022-10-06",6000,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3000920, 3000923","VE987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","代工租機車收入","DTC"," 榮興","","DTCSWH2209B82A","","3733IP09","BOC000236","2023-05-08",10800,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS2B22A7","銀行轉帳","","BOC100802","2023-03-10",6000,"","","","","64548844a0eb9377daeb2abe","","","","3000875, 3000876","VE987, HW924",""," 榮興","朱偉業, 街車"
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2207F724","","3402IP15","BOC101457","2023-05-11",3000,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCS18145E","","","BOC100901","2022-01-13",93850,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG22096A1F","","","8127894","2022-10-31",61000,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ508EAE","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS2BBFC6","銀行轉帳","","BOC102646","2023-03-27",6370,"","","","","64548844a0eb9377daeb2abe","","","","3000812, 3000813, 3000814, 2049185, 2049186, 3007801, 3007802","VE987, PE3086",""," 榮興","朱偉業, 街車"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG2210E47A","","","8129160","2022-12-29",72729,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ508EAE","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS34A27E","銀行轉帳","","000473","2022-10-06",43250,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3000771, 3000778, 3000782, 3000795, 3000796, 3000797, 1863271, 1863272, 3000201, 3000202, 3000203, 3000204, 3000205, 3000206, 3000207, 3000208, 3000209, 3000210, 3000211, 3000212, 3000213, 3000214, 3000215, 3000216, 2031424, 2031425, 2031426, 2031427, 2031428, 2031429, 2031430, 2031431, 1860144, 1860147, 1860148, 1860149, 1860150, 1860154, 1860155","VE987, PE3086, ME122, TB920",""," 榮興","朱偉業, 街車"
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG2207F69A","","","8137814","2023-03-15",219603,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS2BDE96","銀行轉帳","","BOC000596","2023-03-10",18770,"","","","","64548844a0eb9377daeb2abe","","","","3000877, 3000811, 3007470, 3007471, 3007472, 3007473, 2049193, 2049192, 2049191, 2049190, 2049189, 2049188, 2049187, 2049183, 2049182, 2049181, 3007474, 1865525, 3007966, 3007969, 3007904, 3007905, 3007907, 3007908, 3007909","VE987, WC987, PE3086, DH116, PE3080, GJ8837",""," 榮興","朱偉業, 街車"
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG22092063","","","8137814","2023-03-15",270058,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSA331D3","銀行轉帳","","100496","2022-03-02",1410,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLSG22108B7D","","","8137814","2023-03-15",17711,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS2C6ABC","銀行轉帳","","BOC100802","2023-03-27",3800,"","","","","64548844a0eb9377daeb2abe","","","","1866028","WY987",""," 榮興","邵鵬宇"
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH2210C003","","","BOC101338","2023-01-31",28576.95,"","","","","64548844a0eb9377daeb2abe","","","","","","DTCQ65A295"," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS34C7E4","銀行轉帳","","BOC000473","2022-10-06",3920,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1866003, 1861252, 1861253, 1861255","UH1883, PJ165",""," 榮興","黎志沖, 邵鵬宇"
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN2208F8CB","","","","2022-11-01",90173,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCS301E9B","","","101559","2023-11-06",21777,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG22108CB8","銀行轉帳","","","2022-12-08",4000,"","","","","64548844a0eb9377daeb2abe","","","","3004076, 3001421","SY9809","DCLQG22103382","金門","朱偉業, 街車"
"服務發票","付款記錄","收入","工程服務收入","DCL","","","DCLICA3AE9","","","","2021-12-29",228909.03,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLSG221020DA","","","8137814","2023-03-15",1750,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLS3508AF","","","8137814","2023-03-15",46200,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLSG221094F1","","","","2022-12-21",28800,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS9E7C51","","","877594","2022-02-17",75195,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","法國地基","街車"
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG221078B0","","","8137814","2023-03-15",269046,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS353267","","","8137814","2023-03-15",30100,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG221072B1","","","","2022-12-29",210950,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ72105C","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSA34C41","銀行轉帳","","102212","2022-03-02",1540,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3007539, 3007538","WC987",""," 榮興","馬文海"
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN22098F84","","","","2022-11-21",70000,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCS38B588","","","101058","2022-08-22",75262,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN2210737F","","","","2023-01-19",296009,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSA32D9A","","","100139","2022-04-19",1987974.11,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS3D8BC5","","","028748","2022-09-16",66500,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","DCLQ222426","磐石建築有限公司",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSDCBED8","","","101047","",36300,"","","","","64548844a0eb9377daeb2abe","","","","","","","佳成",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","法國地基","","DCLS938853","銀行轉帳","","868278","2021-12-31",170125,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","2032766, 2032769, 2032768, 2032767, 2032773, 2032772, 2032770, 2033904, 2033908, 2033907, 2033906, 2033905, 2033910, 2033909, 2032774, 2032775, 2032777, 2032778, 2032779, 2032782, 2032784, 2032785, 2032786, 2032788, 2032789, 2032790, 2032791, 2033911, 2033912, 2033913, 2033914, 2033915, 2033916, 2033917, 2033918, 2033919, 2033920, 2033921, 2033922, 2033923","RP3413","DCLQ96D919","法國地基","街車"
"服務發票","付款記錄","收入","工程服務收入","DCL","","","DCLSA81052","","","","2021-12-29",643349.96,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS17F7C6","銀行轉帳","","102194","2022-02-16",1540,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1866323, 1861150, 1861149, 1867805","VE987, HW924",""," 榮興","朱偉業, 街車"
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSA318F5","銀行轉帳","","000415","2022-03-02",1820,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","1867276, 1861774","VE987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCS32F95A","","","100157","2022-06-15",542500,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","仕豐","","DCLS21C809","銀行轉帳","","105133","2022-09-02",208208,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","626b860c747cba172e02c1d8, 626b880d747cba172e03096f, 626b886b747cba172e030b91, 626b88f8747cba172e030bc5, 626b8924747cba172e030bf1, 626b8946747cba172e030c03, 626b8992747cba172e030c15, 626b89a4747cba172e030c27, 626b89cc747cba172e030c39, 626b89f1747cba172e030c4b, 626b8a05747cba172e030c5d, 626b8a2a747cba172e030c6f, 626b8a9a747cba172e030c84, 626b8ad0747cba172e030c96, 626b8af1747cba172e030ce3, 626b8b1b747cba172e030cf5, 626b8b3c747cba172e030d07, 626b8b5a747cba172e030d19, 626b8b76747cba172e030d2b, 626b8b91747cba172e030d3d, 626b8bad747cba172e030d4f, 626b8bdd747cba172e030d63, 62722316747cba172e07cb7a, 6272234c747cba172e07cb8c, 62722375747cba172e07cb9e, 62722399747cba172e07cbb0, 627223c0747cba172e07cbc2, 627223cc747cba172e07cbd4, 627223dd747cba172e07cbe6, 627223f8747cba172e07cbf8, 62722404747cba172e07cc0a, 62722413747cba172e07cc1c, 62722450747cba172e07cc30, 62722475747cba172e07cc42, 62722496747cba172e07cc54, 627224b0747cba172e07cc66, 627224c8747cba172e07cc78, 627224d7747cba172e07cc8a, 627224fe747cba172e07cc9e, 6272250e747cba172e07ccb0, 6272251f747cba172e07ccc2, 62722534747cba172e07ccd4, 62722546747cba172e07cce6, 62722557747cba172e07ccf8, 62722569747cba172e07cd0a, 62722579747cba172e07cd1c, 6272258b747cba172e07cd30, 628b576a5a6344084c21c3e1, 628b57ad5a6344084c21c5f3, 628b57bd5a6344084c21c605, 628b57d15a6344084c21c617, 628b57e85a6344084c21c629, 628b58095a6344084c21c63b, 628b581c5a6344084c21c64d, 628b582c5a6344084c21c65f, 628b58615a6344084c21c767, 628b58745a6344084c21c779, 628b588d5a6344084c21c78b, 628b589e5a6344084c21c79d, 628b58b45a6344084c21c7af, 628b58c85a6344084c21c7c1, 628b58de5a6344084c21c7d3, 628b58f55a6344084c21c7e5, 628b59105a6344084c21c7f7","JR981, RP3413, PD1680, UA7205","","仕豐","魏國汕, 區國翔, 街車, 蕭志榮"
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH22088F13","","3402IP15","BOC101457","2023-05-12",10300,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLS4D7AC4","","","","2022-07-29",394066,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSC22103604","","","BEA003753","2023-03-16",34150,"","","","","64548844a0eb9377daeb2abe","","","","","","","創達",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSA51111","","","","2022-01-31",65865.4,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSWH2210387B","","","BOC000115","2023-01-30",11390,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLS4E9593","","","","2022-07-29",104616,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","DCLQ082DC5","金門",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH2211147A","","","BOC101339","2023-01-13",761235,"","","","","64548844a0eb9377daeb2abe","","","","","","DTCQ5CF532"," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS82D5A3","銀行轉帳","","100599","2022-06-14",8190,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3000158, 3000159, 3000161, 3000162, 1867558, 1867559, 3000301, 1865699, 1865700","VE987, HW924",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN2210792B","","","","2022-12-12",43000,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS4F4A3E","","","105375","2022-10-17",60447,"","","","","64548844a0eb9377daeb2abe","","","","","","","仕豐",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN22113FE5","","","","2022-12-12",1804,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
